ISO3;Region;SubRegion;Country/Territory;SourceType;Year;DrugGroup;DrugSubGroup;DrugName;quantity;unit;KgEquivalent;Comment
LTU;Europe;Western and Central Europe;Lithuania;ARQ;2020;Opioids;Pharmaceutical opioids;Tramadol;2,000;Tablets;0,000;
LTU;Europe;Western and Central Europe;Lithuania;ARQ;2020;Precursors;Precursors;Phenylacetone (P-2-P);30,000;Grams;0,030;
LTU;Europe;Western and Central Europe;Lithuania;ARQ;2020;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;662,000;Tablets;0,007;
LTU;Europe;Western and Central Europe;Lithuania;ARQ;2020;Sedatives and tranquillizers;Benzodiazepines;Diazepam;26,000;Tablets;0,000;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;“Ecstasy”-type substances;“Ecstasy”-type substances;3,4-methylenedioxymethamphetamine (MDMA);28969,500;Tablets;7,851;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;9,138;Grams;0,009;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;19,400;Grams;0,019;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;1,000;Grams;0,001;4-CL.PVP
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;1,000;Grams;0,001;3.4-CTMP
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Other stimulants;3,000;Grams;0,003;3-FPM
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Amphetamine-type stimulants (excluding “ecstasy”);Prescription stimulants;3-Fluoroethamphetamine (3-FEA);3,000;Grams;0,003;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;2,000;Grams;0,002;3-Methylmethcathinone / 3-MMC
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;0,500;Grams;0,001;5-MAPB
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;5,000;Grams;0,005;3-FMA
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;50,000;Grams;0,050;KANNA
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;4,000;Grams;0,004;Isoprophylphenidate (crystal)
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;2,000;Grams;0,002;4-CEC crystal
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;14,000;Grams;0,014;Methoxpropamine (MXPR)
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;5,000;Grams;0,005;Mephedrene 5-MMPA
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;520,000;Grams;0,520;Testostérone/steroids
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;4,000;Grams;0,004;3-FEA
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;5,000;Tablets;0,000;5-Meo-DALT 45mg
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;8695605,000;Tablet;2356,510;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";11081667,000;Tablet;2803,660;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;18,500;Kilogram;18,500;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;1042,190;Kilogram;1042,190;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);36294,280;Kilogram;36294,280;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);26290,880;Kilogram;26290,880;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;4,590;Kilogram;4,590;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;42276694,000;Plants;4227669,400;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);27888,910;Kilogram;27888,910;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cocaine-type;Cocaine;Cocaine;1634,290;Kilogram;1634,290;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Cocaine-type;Cocaine;Other smokable forms of cocaine (consumer products such as basuco, merla, paco, pasta base, etc.) (please specify);3,860;Kilogram;3,860;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Hallucinogens;LSD;LSD;0,030;Kilogram;0,030;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Hallucinogens;LSD;LSD;25571,000;Unit;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;GBL/GHB;GBL/GHB;2,470;Litre;2,470;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;Plant-based NPS;Khat;38,110;Kilogram;38,110;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;Plant-based NPS;Mushrooms (hallucinogenic);0,200;Kilogram;0,200;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;Plant-based NPS;Salvia divinorum;5,240;Kilogram;5,240;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (“Spice”);13,120;Kilogram;13,120;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (Spice);709,790;Kilogram;709,790;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2020;Opioids;Heroin;Heroin;407,000;Litres;407,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2020;Opioids;Heroin;Heroin;13376,000;Kilograms;13376,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Other illicit opiates;;28,160;Kilogram;28,160;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Opium;Opium;1314,180;Kilogram;1314,180;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Pharmaceutical opioids;Buprenorphine;9003,000;Tablet;0,450;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Pharmaceutical opioids;Methadone;117637,000;Tablet;5,880;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Pharmaceutical opioids;Tramadol;50112,000;Tablet;2,510;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Precursors;Precursors;Precursors;803,000;Litre;803,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Sedatives and tranquillizers;GBL/GHB;GBL/GHB;19,490;Kilogram;19,490;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;8409892,000;Tablet;2279,080;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";22738579,000;Tablet;5752,860;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;24,500;Kilogram;24,500;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;564,000;Kilogram;564,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;2,000;Litre;2,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);38371,000;Kilogram;38371,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);10862,000;Kilogram;10862,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;2,000;Litre;2,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);31473,000;Kilogram;31473,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cocaine-type;Cocaine;Cocaine;1488,000;Kilogram;1488,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cocaine-type;Cocaine;Cocaine;1,400;Kilogram;1,400;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Cocaine-type;Other coca/cocaine-type drugs;Other coca/cocaine-type drugs;20,000;Litre;20,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Hallucinogens;LSD;LSD;0,300;Kilogram;0,300;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Hallucinogens;LSD;LSD;72,000;Unit;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Hallucinogens;Other Hallucinogens;Psilocybine;1,300;Kilogram;1,300;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;GBL/GHB;GBL/GHB;10,000;Litre;10,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Plant-based NPS;Khat;66,000;Kilogram;66,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Plant-based NPS;Mushrooms (hallucinogenic);0,050;Kilogram;0,050;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Plant-based NPS;Mushrooms (hallucinogenic);5,000;Unit;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Plant-based NPS;Salvia divinorum;0,120;Kilogram;0,120;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (“Spice”);377,000;Kilogram;377,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (Spice);871,000;Kilogram;871,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Heroin;Heroin;19962,770;Kilogram;19962,770;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2019;Opioids;Heroin;Heroin;202,030;Kilogram;202,030;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Other illicit opiates;;354,000;Kilogram;354,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Opium;Opium;709,000;Kilogram;709,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Pharmaceutical opioids;Buprenorphine;10123,000;Tablet;0,510;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Pharmaceutical opioids;Methadone;0,220;Litre;0,220;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Pharmaceutical opioids;Methadone;26908,000;Tablet;1,350;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Pharmaceutical opioids;Tramadol;33996,000;Tablet;1,700;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Precursors;Precursors;Precursors;38303,000;Litre;38303,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Sedatives and tranquillizers;Other sedatives and tranquillizers;Other sedatives and tranquillizers;1816850,000;Tablet;18,170;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;0,280;Kilogram;0,280;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;8605662,000;Tablet;2332,130;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";26271790,000;Tablet;6646,760;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;29,150;Kilogram;29,150;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;50069,000;Tablet;12,670;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;658,140;Kilogram;658,140;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;132,000;Tablet;0,030;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Any other drugs/substances;;Other drugs/substances;504996,000;Tablet;5,050;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);94379,000;Kilogram;94379,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;50,000;Litre;50,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);81429,200;Kilogram;81429,200;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cocaine-type;Cocaine;Cocaine;1475,600;Kilogram;1475,600;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cocaine-type;Cocaine;Cocaine;1,300;Kilogram;1,300;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Cocaine-type;Cocaine;Other smokable forms of cocaine (consumer products such as basuco, merla, paco, pasta base, etc.) (please specify);8,100;Litre;8,100;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Hallucinogens;LSD;LSD;355,000;Unit;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Hallucinogens;Other Hallucinogens;Mescaline;0,050;Kilogram;0,050;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Hallucinogens;Other Hallucinogens;Psilocybine;360,000;Kilogram;360,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;NPS;Plant-based NPS;Khat;94,790;Kilogram;94,790;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;NPS;Plant-based NPS;Salvia divinorum;0,730;Kilogram;0,730;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (“Spice”);80,210;Kilogram;80,210;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (Spice);877,360;Kilogram;877,360;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Heroin;Heroin;17811,000;Kilogram;17811,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2018;Opioids;Heroin;Heroin;719,900;Litre;719,900;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Other illicit opiates;;9,060;Kilogram;9,060;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Opium;Opium;933,830;Kilogram;933,830;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Pharmaceutical opioids;Buprenorphine;2821,000;Tablet;0,140;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Pharmaceutical opioids;Methadone;6114,000;Tablet;0,310;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Pharmaceutical opioids;Tramadol;25570,000;Tablet;1,280;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Precursors;Precursors;Precursors;29,350;Kilogram;29,350;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Precursors;Precursors;Precursors;17,890;Kilogram;17,890;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Precursors;Precursors;Precursors;23318,000;Litre;23318,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;3783737,000;Tablet;1025,390;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;"""Captagon""";12918309,000;Tablet;3268,330;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;150,010;Kilogram;150,010;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Amphetamine-type stimulants (excluding “ecstasy”);Methamphetamine;Methamphetamine;250,980;Kilogram;250,980;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Any other drugs/substances;;;664,490;Kilogram;664,490;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Any other drugs/substances;;;221,000;Tablet;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);110855,200;Kilogram;110855,200;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis oil;Cannabis oil;52,540;Litre;52,540;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);36046,240;Kilogram;36046,240;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Cocaine-type;Cocaine;Cocaine;833,300;Kilogram;833,300;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Cocaine-type;Cocaine;Other smokable forms of cocaine (consumer products such as basuco, merla, paco, pasta base, etc.) (please specify);11,850;Litre;11,850;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Hallucinogens;LSD;LSD;10456,000;Unit;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;Aminoindanes;Aminoindanes;0,000;Kilogram;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;GBL/GHB;GBL/GHB;17,820;Kilogram;17,820;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;Plant-based NPS;Khat;250,100;Kilogram;250,100;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;Plant-based NPS;Mushrooms (hallucinogenic);2,490;Kilogram;2,490;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;Plant-based NPS;Salvia divinorum;0,340;Kilogram;0,340;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;Synthetic cannabinoids (Spice);Synthetic cannabinoids (Spice);625,740;Kilogram;625,740;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;NPS;;Non-specified NPS;5069,000;Tablet;0,250;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2017;Opioids;Heroin;Heroin;17385,180;Kilogram;17385,180;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Opioids;Other illicit opiates;;0,120;Kilogram;0,120;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Opioids;Opium;Opium;337,230;Kilogram;337,230;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Opioids;Pharmaceutical opioids;Buprenorphine;3394,000;Tablet;0,170;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Opioids;Pharmaceutical opioids;Methadone;3453,000;Tablet;0,170;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Opioids;Pharmaceutical opioids;Tramadol;14981,000;Tablet;0,750;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Precursors;Precursors;Precursors;1588,000;Litre;1588,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Sedatives and tranquillizers;Benzodiazepines;Benzodiazepines;230,000;Tablet;0,000;
TUR;Europe;South-Eastern Europe;Türkiye;ARQ;2016;Sedatives and tranquillizers;Non-specified sedatives and tranquillizers;Non-specified sedatives and tranquillizers;270507,000;Tablet;2,710;
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;69,000;Tablets;0,000;MYPROTEIN CAFFEINE PRO
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;140,000;Tablets;0,000;Xanax
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;59,000;Tablets;0,000;Lyrica, 15MG
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;2,000;Tablets;0,000;Mirtazapine, 15MG
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;23,000;Tablets;0,000;Nozinan
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Any other drugs/substances;Other miscellaneous;Other drugs/substances;30,000;Tablets;0,000;Seroquel XR, 200MG
LUX;Europe;Western and Central Europe;Luxembourg;ARQ;2020;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);89713,673;Grams;89,714;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;5,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;191,000;Unit;0,050;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;Tenamfetamine (MDA);12,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;156,000;Gram;0,160;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;5,000;Unit;0,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Any other drugs/substances;;;3,000;Gram;0,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);13639,000;Gram;13,640;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);212,000;Unit;0,110;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);6806,000;Gram;6,810;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);68,000;Unit;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cocaine-type;Cocaine;Cocaine;197,000;Gram;0,200;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Cocaine-type;Other coca/cocaine-type drugs;Other coca/cocaine-type drugs;5,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2019;Opioids;Heroin;Heroin;21,000;Gram;0,020;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;13,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;“Ecstasy”-type substances;338,000;Unit;0,090;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;Tenamfetamine (MDA);12,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);“Ecstasy”-type substances;Tenamfetamine (MDA);2,000;Unit;0,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;36,000;Gram;0,040;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Amphetamine;Amphetamine;4,000;Unit;0,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Other stimulants;8,000;Gram;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);5202,000;Gram;5,200;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis herb (marijuana);Cannabis herb (marijuana);255,000;Cigarette;0,130;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis plants;Cannabis plants;20,000;Plants;2,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);2699,000;Gram;2,700;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cannabis-type drugs (excluding synthetic cannabinoids);Cannabis resin (hashish);Cannabis resin (hashish);49,000;Cigarette;0,010;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Cocaine-type;Cocaine;Cocaine;667,000;Gram;0,670;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Hallucinogens;LSD;LSD;5,000;Unit;0,000;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;NPS;Ketamine and phencyclidine-type substances;Ketamine and phencyclidine-type substances;15,000;Gram;0,020;
AND;Europe;Western and Central Europe;Andorra;ARQ;2018;Opioids;Heroin;Heroin;10,000;Gram;0,010;
