Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical purity,Minimum purity,Maximum purity,Purity
ARQ,Europe,Western and Central Europe,Ireland,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.08,,,% (percent)
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Street,2018,0.30,0.25,0.35,% (percent)
ARQ,Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine,,Wholesale,2018,0.85,0.80,0.95,% (percent)
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Wholesale,2018,0.80,0.75,0.85,% (percent)
ARQ,Europe,Western and Central Europe,Ireland,Opioids,Heroin,,Street,2018,0.35,0.30,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,0.30,0.22,0.85,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,,0.25,0.85,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",Tablets,Street,2019,171.60,60.00,320.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2019,180.00,160.00,180.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,,0.36,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,86.00,56.00,104.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2018,62.00,42.00,106.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,0.82,0.02,0.86,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.82,0.02,0.86,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,86.00,56.00,104.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,62.00,42.00,106.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2017,,0.36,0.82,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,0.81,0.20,0.87,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,86.00,32.00,168.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.16,0.01,0.70,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.12,0.04,0.72,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.12,0.04,0.72,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.26,0.02,0.94,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.20,0.07,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Methamphetamine,,Street,2018,0.23,0.01,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Methamphetamine,,Street,2017,0.23,0.01,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.33,0.02,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Street,2019,0.72,0.15,0.89,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Wholesale,2019,0.80,0.61,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Street,2018,0.60,0.15,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Street,2017,0.60,0.15,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Street,2016,0.49,0.13,0.85,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine,,Wholesale,2016,0.72,,,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,Street,2019,0.20,0.04,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,Street,2018,0.12,0.05,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,Street,2017,0.12,0.05,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,Street,2016,0.15,0.01,0.54,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,0.14,0.00,0.07,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.17,0.00,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Amphetamine,,Wholesale,2018,0.17,0.00,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,0.16,0.01,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.16,0.01,0.78,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Amphetamine-type stimulants,Methamphetamine,,Street,2018,0.17,0.00,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine,,Street,2019,0.46,0.01,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine,,Wholesale,2019,0.46,0.01,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine,,Wholesale,2018,0.49,0.00,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine,,Street,2018,0.49,0.00,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,Wholesale,2019,0.22,0.01,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,Street,2019,0.22,0.01,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,Wholesale,2018,0.14,0.00,0.42,% (percent)
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,Street,2018,0.14,0.00,0.42,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,171.49,77.10,271.10,Mg/Tablet
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,0.76,0.11,0.89,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,0.53,0.16,0.89,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",,Street,2018,0.42,0.33,0.46,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.79,0.17,0.94,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2016,42.29,1.21,95.57,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.24,0.09,0.55,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.16,0.02,0.23,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.31,0.10,0.42,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.15,0.06,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.25,0.02,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,0.13,0.00,0.44,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,0.12,0.00,0.39,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.12,,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.17,0.01,0.41,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,0.28,0.00,0.60,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,0.27,0.00,0.75,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,0.21,0.02,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,0.11,0.00,0.39,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cannabis-type drugs,Other types of cannabis,,Street,2019,0.18,0.00,0.60,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine,,Street,2019,0.50,0.00,0.97,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine,,Street,2018,0.53,0.02,0.98,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine,,Street,2018,0.48,0.22,0.98,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine,,Street,2017,0.48,0.01,0.95,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine,,Street,2016,0.42,,1.00,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2019,0.15,0.02,0.55,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2019,0.20,0.09,0.56,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2019,0.04,0.02,0.10,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2019,0.15,0.02,0.56,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2018,0.13,0.06,0.48,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2017,0.12,,0.53,% (percent)
ARQ,Europe,Western and Central Europe,Luxembourg,Opioids,Heroin,,Street,2016,0.12,,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,0.21,0.15,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,0.21,0.15,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.08,0.08,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.08,0.08,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.08,0.08,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.08,0.08,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,0.20,0.12,0.20,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,0.20,0.12,0.20,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,0.09,0.05,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,0.09,0.05,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,0.09,0.05,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,0.09,0.05,0.12,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Wholesale,2018,0.35,0.30,0.90,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Street,2018,0.21,0.18,0.28,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Street,2018,0.20,0.15,0.25,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Wholesale,2017,0.35,0.30,0.98,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Street,2017,0.22,0.15,0.23,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Street,2016,0.22,0.15,0.23,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine,,Wholesale,2016,0.35,0.30,0.98,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Wholesale,2018,0.35,0.18,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Street,2018,0.18,0.18,0.21,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Wholesale,2017,0.35,0.20,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Street,2017,0.20,0.18,0.22,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Street,2016,0.20,0.18,0.22,% (percent)
ARQ,Europe,Western and Central Europe,Malta,Opioids,Heroin,,Wholesale,2016,0.35,0.20,0.40,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,171.00,,,Mg/Tablet
ARQ,Europe,Western and Central Europe,Netherlands,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,157.00,141.00,171.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Netherlands,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.48,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,0.17,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.17,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,0.24,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,0.21,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cocaine-type,Cocaine,,Street,2018,0.65,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Cocaine-type,Cocaine,,Street,2017,0.67,,,% (percent)
ARQ,Europe,Western and Central Europe,Netherlands,Hallucinogens,Lysergic acid diethylamide (LSD),,Street,2017,0.86,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.88,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2016,0.81,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.25,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.21,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Amphetamine,,Street,2016,0.21,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Methamphetamine,,Street,2018,0.36,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Methamphetamine,,Street,2017,0.39,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.43,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Cocaine-type,Cocaine,,Street,2018,0.67,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Cocaine-type,Cocaine,,Street,2017,0.53,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Cocaine-type,Cocaine,,Street,2016,0.47,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Opioids,Heroin,,Street,2018,0.14,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Opioids,Heroin,,Street,2017,0.15,,,% (percent)
ARQ,Europe,Western and Central Europe,Norway,Opioids,Heroin,,Street,2016,0.19,,,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2019,0.73,0.55,0.79,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2019,0.72,0.02,0.93,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,186.00,10.90,228.50,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2018,0.74,0.62,0.83,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2018,97.90,15.30,265.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2018,0.52,0.01,0.96,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2018,97.90,15.30,265.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2017,0.63,0.44,0.81,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,97.90,15.10,263.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Street,2017,0.13,0.30,0.26,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2017,97.90,15.10,263.30,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2016,82.80,6.80,246.60,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,“Ecstasy”-type substances,“Ecstasy”-type substances,,Wholesale,2016,0.65,0.02,0.99,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Street,2019,0.13,0.01,0.53,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Wholesale,2019,0.24,0.24,0.24,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Street,2018,0.23,0.00,0.99,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,0.51,0.51,0.51,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.22,0.03,0.76,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,Tablets,Wholesale,2016,12.18,,,Mg/Tablet
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,0.25,0.04,0.94,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.49,0.10,0.93,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Methamphetamine,,Street,2018,0.71,0.38,0.99,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,0.67,0.67,0.67,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,0.88,,,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,0.11,0.01,0.52,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,0.08,0.00,0.35,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.08,0.00,0.66,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.07,0.00,0.34,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis oil,,Wholesale,2019,0.24,0.24,0.24,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis oil,,Wholesale,2018,0.48,0.00,0.70,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis oil,,Wholesale,2017,0.01,0.50,0.02,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis oil,,Wholesale,2016,0.61,0.39,0.73,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2019,0.15,0.01,0.51,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,0.15,0.00,0.70,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,0.11,0.00,0.26,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,0.15,0.25,0.49,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Street,2019,0.54,0.22,0.99,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Wholesale,2019,0.47,0.15,0.60,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Street,2019,0.51,0.03,1.00,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Wholesale,2019,0.82,0.24,0.99,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Wholesale,2018,0.71,0.22,0.95,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Street,2018,0.50,0.01,1.00,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Street,2018,0.53,0.02,0.98,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Wholesale,2017,0.65,0.17,0.92,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Street,2017,0.44,0.00,0.92,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Street,2017,0.55,0.07,0.94,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Wholesale,2016,0.48,0.08,0.92,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine,,Wholesale,2016,0.40,0.02,0.93,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Street,2019,0.12,0.01,0.44,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Wholesale,2019,0.25,0.05,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Street,2018,0.18,0.01,0.69,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Wholesale,2018,0.29,0.03,0.88,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Street,2017,0.15,0.02,0.57,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Wholesale,2017,0.28,0.11,0.51,% (percent)
ARQ,Europe,Western and Central Europe,Portugal,Opioids,Heroin,,Wholesale,2016,0.16,0.02,0.49,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Street,2019,141.00,19.00,223.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Slovakia,“Ecstasy”-type substances,“Ecstasy”-type substances,Tablets,Wholesale,2017,117.00,113.00,240.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Amphetamine,Tablets,Street,2019,35.00,6.00,74.00,Mg/Tablet
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,0.25,0.11,0.34,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Amphetamine,,Street,2017,0.11,0.03,0.11,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Methamphetamine,,Street,2019,0.56,0.01,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Methamphetamine,,Street,2017,0.55,0.01,0.58,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,0.58,0.55,0.83,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Methamphetamine,,Street,2016,0.50,0.40,0.80,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,0.70,0.50,0.85,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,0.10,0.01,0.42,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,0.29,0.22,0.43,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,0.22,0.01,0.29,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,0.30,0.25,0.35,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,0.13,0.10,0.15,% (percent)
ARQ,Europe,Western and Central Europe,Slovakia,Cannabis-type drugs,Cannabis resin (hashish),,Street,2019,0.16,0.01,0.42,% (percent)
